generation,mean_fitness,best_fitness
1086,4.643333,4.710000
1087,4.636250,4.700000
1088,4.668334,4.755000
1089,4.660834,4.710000
1090,4.663333,4.710000
1091,4.205000,4.735000
1092,4.693750,4.775000
1093,4.677917,4.755000
1094,4.657500,4.715000
1095,4.662917,4.755000
1096,4.674584,4.755000
1097,4.649167,4.750000
1098,3.772909,4.705000
1099,4.645833,4.725000
1100,4.675000,4.760000
1101,4.181667,4.730000
1102,3.707083,4.715000
1103,4.662500,4.725000
1104,4.668334,4.730000
1105,3.788326,4.745000
1106,4.673750,4.780000
1107,4.640833,4.725000
1108,4.656666,4.765000
1109,4.213334,4.770000
1110,4.672083,4.760000
1111,4.650834,4.730000
1112,4.671250,4.725000
1113,4.648334,4.725000
1114,4.659167,4.755000
1115,4.662500,4.715000
1116,3.760826,4.725000
1117,3.774992,4.750000
1118,2.871652,4.745000
1119,2.886652,4.745000
1120,4.642501,4.755000
1121,2.881652,4.740000
1122,1.999978,4.760000
1123,1.980811,4.695000
1124,3.774993,4.720000
1125,4.653750,4.725000
1126,4.654167,4.725000
1127,1.972061,4.710000
1128,4.187084,4.740000
1129,3.708750,4.740000
1130,4.667917,4.740000
1131,4.665000,4.720000
